region_id	region_name	region_ent_type	total_value	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-3142110	Kurunda Kanda	gnd	268	15	246	0	0	4	2	0	1	0	0	0
LK-3242250	Madiha East	gnd	268	181	72	12	0	1	0	0	2	0	0	0
LK-3318155	Wakamulla	gnd	268	249	13	0	0	1	4	0	0	1	0	0
LK-3325240	Koholana	gnd	268	216	39	0	0	5	8	0	0	0	0	0
LK-4112215	Palaly North	gnd	268	12	238	0	0	0	0	1	15	2	0	0
LK-4130015	Kaithady Centre	gnd	268	1	262	1	0	1	0	0	2	1	0	0
LK-4130080	Chavakachcheri North	gnd	268	2	266	0	0	0	0	0	0	0	0	0
LK-5221105	Chenaikudiyiruppu 01B	gnd	268	257	9	1	0	1	0	0	0	0	0	0
LK-5330030	Kavanthissapura	gnd	268	202	62	0	0	0	2	0	2	0	0	0
LK-6136180	Pattalegedara	gnd	268	263	0	0	1	0	4	0	0	0	0	0
LK-6139095	Maulla	gnd	268	260	4	0	0	0	2	0	2	0	0	0
LK-6142050	Puwakgahakadawala	gnd	268	265	2	0	0	0	1	0	0	0	0	0
LK-6163535	Kanadeniyawala	gnd	268	250	8	4	0	1	4	0	1	0	0	0
LK-6166115	Bulupitiya	gnd	268	248	12	0	0	2	2	0	3	0	1	0
LK-6187335	Delgolla	gnd	268	168	94	2	0	3	1	0	0	0	0	0
LK-6215090	Bodhirajapura	gnd	268	215	36	0	0	2	5	1	9	0	0	0
LK-6227085	Puliyankulama	gnd	268	243	20	0	0	0	2	1	2	0	0	0
LK-6236140	Karukkuwatawana	gnd	268	49	209	0	0	2	3	0	5	0	0	0
LK-7142075	Thissapura	gnd	268	249	19	0	0	0	0	0	0	0	0	0
LK-7151205	Uttupitiya	gnd	268	236	31	0	0	1	0	0	0	0	0	0
LK-7154010	Moragoda	gnd	268	215	48	0	0	1	4	0	0	0	0	0
LK-7166055	Hinguruwewa	gnd	268	233	30	0	0	0	5	0	0	0	0	0
LK-7203255	Katukeliyawa	gnd	268	234	16	0	0	3	15	0	0	0	0	0
LK-8118040	Madugasthalawa South	gnd	268	14	115	89	0	48	1	0	0	0	1	0
LK-8124145	Godegama	gnd	268	157	45	0	2	63	0	0	1	0	0	0
LK-8233025	Punchiwewa	gnd	268	206	23	0	19	4	16	0	0	0	0	0
LK-9218320	Kandegama	gnd	268	11	222	8	10	10	6	0	1	0	0	0
LK-1212135	Bothale Pahalagama West	gnd	267	69	170	1	0	19	5	0	3	0	0	0
LK-1212530	Bataleeya South	gnd	267	43	222	0	1	0	1	0	0	0	0	0
LK-1212715	Kureekotuwa Pahala	gnd	267	13	244	0	0	6	3	0	0	1	0	0
LK-1339265	Miriswatta	gnd	267	6	250	1	0	5	4	0	1	0	0	0
LK-2139025	Boyagama	gnd	267	70	173	0	1	21	2	0	0	0	0	0
LK-2230005	Ikirigolla	gnd	267	141	93	0	0	3	30	0	0	0	0	0
LK-3133005	Heppumulla	gnd	267	115	143	2	1	5	0	0	1	0	0	0
LK-3148080	Thellambura South	gnd	267	95	148	2	11	5	3	0	2	0	0	1
LK-3215075	Maragoda	gnd	267	33	204	1	22	4	1	0	2	0	0	0
LK-3236030	Batuvita 2	gnd	267	197	54	1	9	4	2	0	0	0	0	0
LK-3321225	Buddhiyagama West	gnd	267	217	37	0	0	4	6	0	3	0	0	0
LK-3327115	Okewela	gnd	267	252	9	0	0	4	1	0	1	0	0	0
LK-4509160	Thiruvaiaru West	gnd	267	0	266	0	0	1	0	0	0	0	0	0
LK-5230120	Ninthavur 10	gnd	267	210	55	0	0	0	1	0	1	0	0	0
LK-5303025	Singhapura	gnd	267	245	13	1	0	4	3	0	1	0	0	0
LK-6142035	Pahala Kiniyama	gnd	267	266	1	0	0	0	0	0	0	0	0	0
LK-6145170	Munihirigama	gnd	267	229	31	1	0	4	0	0	2	0	0	0
LK-6148060	Katumuluwa	gnd	267	262	4	0	0	0	0	0	1	0	0	0
LK-6184280	Galpottepola	gnd	267	224	30	0	0	10	1	0	2	0	0	0
LK-6233235	Olidaluwa	gnd	267	199	60	1	0	0	0	0	7	0	0	0
LK-6242095	Ihala Mavila	gnd	267	177	70	0	2	1	1	0	16	0	0	0
LK-7166060	Kirindiwatta	gnd	267	238	25	0	0	0	4	0	0	0	0	0
LK-8106200	Arawa	gnd	267	216	11	0	0	21	18	0	1	0	0	0
LK-8115080	Ambagasdowa	gnd	267	81	71	2	0	103	9	0	1	0	0	0
LK-8118030	Thalagahagedara	gnd	267	79	63	1	0	122	0	0	1	1	0	0
LK-8127120	Koradekumbura	gnd	267	118	62	0	0	86	1	0	0	0	0	0
LK-8142005	Weerakongama	gnd	267	50	67	150	0	0	0	0	0	0	0	0
LK-9109085	Holeepitiya	gnd	267	1	247	9	0	2	5	0	3	0	0	0
LK-9142035	Ematiyagoda	gnd	267	90	126	4	0	8	39	0	0	0	0	0
LK-9206255	Balawathgama	gnd	267	261	3	0	0	2	1	0	0	0	0	0
LK-9215205	Pindeniya	gnd	267	55	116	86	0	6	3	0	1	0	0	0
LK-1306160	Gelanigama	gnd	266	7	190	0	66	0	1	0	2	0	0	0
LK-1312185	Mahagama North	gnd	266	51	185	5	0	22	2	0	0	0	1	0
LK-1324345	Adikarigoda	gnd	266	9	253	0	4	0	0	0	0	0	0	0
LK-2127185	Sirimalwatta East	gnd	266	58	195	2	0	11	0	0	0	0	0	0
LK-2151025	Ranawala	gnd	266	40	172	37	0	7	5	0	5	0	0	0
LK-2203295	Madipola	gnd	266	246	14	3	0	0	3	0	0	0	0	0
LK-2230075	Madakumbura	gnd	266	70	70	78	0	22	26	0	0	0	0	0
LK-2233155	Purijjala	gnd	266	168	93	0	1	2	1	0	1	0	0	0
LK-3154175	Atadahewathugoda	gnd	266	88	167	1	3	4	3	0	0	0	0	0
LK-3212115	Seenipella East	gnd	266	256	9	0	0	0	1	0	0	0	0	0
LK-3224115	Malimbada South	gnd	266	77	157	0	29	1	1	0	1	0	0	0
LK-3227100	Karaputugala South	gnd	266	246	12	1	3	1	3	0	0	0	0	0
LK-3236180	Bandattara 1	gnd	266	252	5	3	2	1	3	0	0	0	0	0
LK-3245175	Devinuwara East	gnd	266	147	96	10	5	3	2	0	3	0	0	0
LK-3325085	Bowala North	gnd	266	223	3	0	0	5	35	0	0	0	0	0
LK-3330285	Miriswatta	gnd	266	207	50	0	0	4	5	0	0	0	0	0
LK-3333020	Andupelena	gnd	266	260	5	0	0	0	1	0	0	0	0	0
LK-4130135	Madduvil East	gnd	266	2	251	2	0	0	0	0	11	0	0	0
LK-4212025	Naruvilikkulam	gnd	266	5	256	0	0	0	0	0	1	1	0	3
LK-5121040	Vavunativu	gnd	266	234	20	1	0	0	1	0	10	0	0	0
LK-5136090	Paddiruppu	gnd	266	262	3	0	0	0	0	0	1	0	0	0
LK-5233110	Addalachchenai 03	gnd	266	259	1	1	0	0	0	4	1	0	0	0
LK-5242110	Galkanda	gnd	266	257	3	0	0	1	4	0	0	1	0	0
LK-6118065	Rambewa	gnd	266	233	24	0	0	5	4	0	0	0	0	0
LK-6124125	Madurugama	gnd	266	251	10	0	0	2	1	0	2	0	0	0
LK-6124135	Mahawa East	gnd	266	248	14	0	0	0	4	0	0	0	0	0
LK-6154020	Pubbowa	gnd	266	242	12	0	0	0	8	0	3	0	1	0
LK-6163305	Delvita	gnd	266	218	24	3	0	5	15	0	1	0	0	0
LK-6169085	Andigedara	gnd	266	254	8	0	0	2	2	0	0	0	0	0
LK-7109095	Kirigalwewa	gnd	266	191	71	0	0	0	4	0	0	0	0	0
LK-7215035	Wewethenna	gnd	266	263	2	1	0	0	0	0	0	0	0	0
LK-7218025	Attanakadawala West	gnd	266	214	46	0	0	1	4	0	1	0	0	0
LK-8203010	Karandugala	gnd	266	201	8	0	0	9	44	0	2	0	2	0
LK-8215015	Batugammana	gnd	266	233	0	0	0	7	25	1	0	0	0	0
LK-1209260	Haloluwa	gnd	265	109	143	0	0	1	9	0	2	1	0	0
LK-1212140	Bothale Medagama	gnd	265	41	221	0	0	1	1	0	1	0	0	0
LK-1215385	Korase East	gnd	265	44	213	1	0	1	6	0	0	0	0	0
LK-1227450	Walaliyadda	gnd	265	80	153	0	1	28	3	0	0	0	0	0
LK-1309205	Meewanapalana East	gnd	265	10	188	10	56	1	0	0	0	0	0	0
LK-1321155	Paraduwa	gnd	265	98	135	2	25	1	3	0	1	0	0	0
LK-1330160	Horawala North	gnd	265	5	236	1	3	8	10	0	1	0	0	1
LK-1333025	Evariwatta	gnd	265	10	219	0	8	21	7	0	0	0	0	0
LK-2130145	Bogambara	gnd	265	56	193	0	0	9	4	0	3	0	0	0
LK-2133160	Embulpuraya	gnd	265	222	40	0	0	3	0	0	0	0	0	0
LK-2148045	Maussawa	gnd	265	21	152	84	0	7	1	0	0	0	0	0
LK-2212185	Pallepola South	gnd	265	212	34	0	0	15	4	0	0	0	0	0
LK-2212195	Paldeniya	gnd	265	156	95	1	0	10	3	0	0	0	0	0
LK-2233165	Halangoda	gnd	265	76	158	10	0	18	2	0	0	0	1	0
LK-3121110	Pannimulla	gnd	265	108	109	4	24	8	6	0	5	0	1	0
LK-3124085	Gammeddegoda South	gnd	265	245	4	1	1	3	1	0	10	0	0	0
LK-3135140	Thelwatta	gnd	265	129	135	0	0	1	0	0	0	0	0	0
LK-3154190	Kathaluwa Central	gnd	265	32	209	0	10	10	4	0	0	0	0	0
LK-3206095	Mugunumulla	gnd	265	45	185	15	0	13	7	0	0	0	0	0
LK-3212215	Horapavita South	gnd	265	194	43	0	11	12	5	0	0	0	0	0
LK-3224005	Elgiriya	gnd	265	125	112	1	20	3	3	0	1	0	0	0
LK-3227180	Kahagala South	gnd	265	200	58	0	1	1	5	0	0	0	0	0
LK-3236005	Pahala Vitiyala West	gnd	265	117	122	1	2	18	4	0	1	0	0	0
LK-3318050	Debokkawa North	gnd	265	225	23	0	0	1	16	0	0	0	0	0
LK-3330060	Dammulla East	gnd	265	185	70	0	0	8	2	0	0	0	0	0
LK-3333065	Pattiyapola South	gnd	265	236	26	0	0	0	3	0	0	0	0	0
LK-4109115	Mathagal South	gnd	265	4	259	2	0	0	0	0	0	0	0	0
LK-4309035	Mahilankulam	gnd	265	0	235	0	0	2	9	1	18	0	0	0
LK-4503090	Vempodukeny	gnd	265	0	259	0	1	0	0	4	1	0	0	0
LK-5127020	Kirankulam Central	gnd	265	251	10	0	0	0	0	3	1	0	0	0
LK-6106185	Ulpathagama	gnd	265	236	23	0	0	1	4	0	1	0	0	0
LK-6127100	Madagalla	gnd	265	238	19	0	0	1	4	0	3	0	0	0
LK-6169210	Deekirikewa	gnd	265	260	1	0	0	3	1	0	0	0	0	0
LK-6184075	Galgamuwa North	gnd	265	246	9	0	3	3	0	0	3	1	0	0
LK-6239030	Mattakotuwa	gnd	265	218	43	1	0	2	0	0	1	0	0	0
LK-7130115	Ihalagama	gnd	265	206	52	0	0	1	6	0	0	0	0	0
LK-7212060	Damanewewa	gnd	265	249	8	0	0	1	7	0	0	0	0	0
LK-7212245	Kanichchagala	gnd	265	223	35	0	0	1	6	0	0	0	0	0
LK-8115100	Kosgolla	gnd	265	83	79	0	0	102	1	0	0	0	0	0
LK-8130145	Hewanakumbura	gnd	265	30	84	8	0	136	6	0	0	1	0	0
LK-8203050	Thotillaketiya	gnd	265	240	4	1	0	5	15	0	0	0	0	0
LK-8206010	Mullegama	gnd	265	169	29	1	0	5	61	0	0	0	0	0
LK-9218155	Iipangamuwa	gnd	265	88	118	13	0	26	17	0	2	0	1	0
LK-1118205	Yatawathura	gnd	264	7	212	37	7	1	0	0	0	0	0	0
LK-1230220	Nedungolla	gnd	264	68	193	0	0	1	0	0	2	0	0	0
LK-1339230	Gorakadoowa	gnd	264	9	176	0	13	52	13	0	1	0	0	0
LK-2233255	Elkaduwa	gnd	264	111	109	10	2	30	2	0	0	0	0	0
LK-2302130	Harangala	gnd	264	3	168	91	0	0	1	0	1	0	0	0
LK-2315005	Kalugala	gnd	264	6	193	52	4	4	1	0	4	0	0	0
LK-3124130	Udugama East	gnd	264	1	227	0	2	16	13	0	5	0	0	0
LK-3124255	Urala Central	gnd	264	86	154	2	8	4	6	0	4	0	0	0
LK-3127005	Wavulagala	gnd	264	26	232	0	0	1	3	0	2	0	0	0
LK-3135065	Dimbuldoowa	gnd	264	56	203	1	0	0	1	0	3	0	0	0
LK-3142035	Walawatta	gnd	264	5	249	1	4	3	0	0	2	0	0	0
LK-3151085	Dorape	gnd	264	128	129	2	2	0	1	0	1	1	0	0
LK-3203185	Ihala Ainagama	gnd	264	15	202	5	7	8	26	0	1	0	0	0
LK-3221005	Wahala Kananke North	gnd	264	102	119	2	39	0	1	0	1	0	0	0
LK-3239165	Henwala West	gnd	264	201	45	0	9	3	4	0	2	0	0	0
LK-3242015	Kokawala	gnd	264	173	78	0	0	12	1	0	0	0	0	0
LK-3321065	Kuda Bibula North	gnd	264	157	39	0	0	41	26	0	1	0	0	0
LK-3325180	Omara East	gnd	264	245	14	0	0	0	3	0	2	0	0	0
LK-3325225	Walasmulla Pahala	gnd	264	261	1	0	0	2	0	0	0	0	0	0
LK-4118135	Iddaikkadu	gnd	264	3	253	1	0	0	0	1	1	5	0	0
LK-4130050	Kaithady Navatkuli	gnd	264	4	260	0	0	0	0	0	0	0	0	0
LK-4215045	Marudhamadu	gnd	264	0	257	0	0	0	0	2	5	0	0	0
LK-5221110	Chenaikudiyiruppu 01	gnd	264	223	35	0	0	0	1	0	5	0	0	0
LK-5239105	Kannakigramam 02	gnd	264	74	164	0	0	0	0	0	26	0	0	0
LK-5251015	Hulannuge	gnd	264	96	145	0	0	6	16	1	0	0	0	0
LK-5327125	Nalloor	gnd	264	74	171	1	0	0	0	8	10	0	0	0
LK-6133160	Malagamuwa	gnd	264	260	4	0	0	0	0	0	0	0	0	0
LK-6148195	Kanoyaya	gnd	264	245	14	0	0	2	1	0	1	1	0	0
LK-6160140	Delgolla Watta South	gnd	264	152	104	0	0	5	3	0	0	0	0	0
LK-6166080	Madawala South	gnd	264	205	51	2	0	2	2	0	2	0	0	0
LK-6187370	Ganegoda South	gnd	264	228	33	2	0	0	1	0	0	0	0	0
LK-6233215	Merawala	gnd	264	244	16	0	0	0	0	0	4	0	0	0
LK-6245255	Thambaravila	gnd	264	238	26	0	0	0	0	0	0	0	0	0
LK-6248135	Ihala Dummalakotuwa	gnd	264	236	28	0	0	0	0	0	0	0	0	0
LK-7109055	Anekattiya	gnd	264	216	44	0	0	0	4	0	0	0	0	0
LK-7112085	Dunumadalawa	gnd	264	203	56	0	0	0	5	0	0	0	0	0
LK-7121055	Maha Hammillawewa	gnd	264	240	20	0	0	0	2	0	2	0	0	0
LK-7148130	Mediyawa	gnd	264	243	20	0	0	0	1	0	0	0	0	0
LK-7212040	Veheragama	gnd	264	221	36	0	0	3	4	0	0	0	0	0
LK-8118140	Kudugala Pathana	gnd	264	85	40	122	0	15	1	0	0	0	0	1
LK-9106065	Adavikanda	gnd	264	3	196	25	0	2	20	0	18	0	0	0
LK-9209290	Randiligama	gnd	264	232	25	1	0	0	6	0	0	0	0	0
LK-9230055	Atulugamwela	gnd	264	4	243	7	6	2	1	0	1	0	0	0
LK-1212175	Bothale Ihalagama	gnd	263	48	156	0	1	5	51	0	2	0	0	0
LK-1227695	Opathella	gnd	263	72	155	0	2	4	30	0	0	0	0	0
LK-1310140	Kekulaliya	gnd	263	1	257	1	1	1	1	0	0	0	1	0
LK-1336195	Bollunna	gnd	263	20	190	14	5	9	19	0	6	0	0	0
LK-2133040	Attaragama East	gnd	263	146	93	0	0	18	5	1	0	0	0	0
LK-2139250	Hiddavulla West	gnd	263	51	205	1	0	1	5	0	0	0	0	0
LK-2142095	Wewathenna	gnd	263	109	129	11	0	11	3	0	0	0	0	0
LK-2209095	Penalaboda	gnd	263	227	24	0	0	12	0	0	0	0	0	0
LK-2218070	Eriyagolla	gnd	263	251	7	1	0	2	1	0	1	0	0	0
LK-2227070	Karawgahawewa	gnd	263	247	14	0	0	1	1	0	0	0	0	0
LK-2303380	Kudaoya	gnd	263	27	191	21	0	2	2	0	20	0	0	0
LK-2315065	Minuwandeniya	gnd	263	1	215	8	0	2	14	0	23	0	0	0
LK-3106045	Mahapitiya	gnd	263	51	184	0	3	21	3	0	1	0	0	0
LK-3145170	Yakgaha	gnd	263	83	158	3	10	2	2	0	4	0	1	0
LK-3209190	Galketikanda	gnd	263	149	74	2	5	23	8	0	2	0	0	0
LK-3318230	Gurunnehege Ara	gnd	263	212	47	0	0	1	3	0	0	0	0	0
LK-3325145	Egodabedda	gnd	263	226	12	0	6	0	19	0	0	0	0	0
LK-3330030	Nugewela	gnd	263	209	44	0	0	6	4	0	0	0	0	0
LK-5118230	Navatkudah South	gnd	263	245	6	0	0	0	0	1	11	0	0	0
LK-5136180	Periyakallar 01	gnd	263	253	9	0	0	0	0	0	1	0	0	0
LK-5233120	Addalachchenai 12	gnd	263	196	62	0	0	0	0	0	1	4	0	0
LK-5312025	Morawewa South	gnd	263	163	80	0	0	1	8	1	10	0	0	0
LK-6133200	Seeradunna	gnd	263	245	9	0	0	1	8	0	0	0	0	0
LK-6175175	Ammanamulla	gnd	263	143	87	0	0	27	2	0	4	0	0	0
LK-6181220	Udawelawatta	gnd	263	161	76	0	0	19	5	0	0	2	0	0
LK-6224125	Kothalakemiyawa	gnd	263	260	0	0	0	1	1	0	1	0	0	0
LK-6233030	Parappanmulla	gnd	263	223	27	0	0	0	0	1	12	0	0	0
LK-6233130	Punchi Vilattawa	gnd	263	255	6	0	0	2	0	0	0	0	0	0
LK-6239095	Maligawatta	gnd	263	232	19	0	0	0	1	0	11	0	0	0
LK-6239130	Meda Koswadiya	gnd	263	145	99	0	0	1	1	0	17	0	0	0
LK-7118045	Thalgahawewa	gnd	263	230	33	0	0	0	0	0	0	0	0	0
LK-7215140	Galthambarawa	gnd	263	262	1	0	0	0	0	0	0	0	0	0
LK-7215265	Parakrama Samudraya	gnd	263	252	1	7	0	0	3	0	0	0	0	0
LK-8124125	Neludanda	gnd	263	44	128	2	0	84	3	0	2	0	0	0
LK-8206180	Therela	gnd	263	251	4	0	0	1	7	0	0	0	0	0
LK-9218075	Kumbalgama	gnd	263	236	21	1	0	5	0	0	0	0	0	0
LK-1209485	Pinnakele	gnd	262	149	105	0	0	4	0	0	4	0	0	0
LK-1212270	Imbulanwala	gnd	262	52	176	0	0	13	19	0	2	0	0	0
LK-1212550	Weragoda	gnd	262	92	165	0	1	3	0	0	1	0	0	0
LK-1227560	Halpandeniya	gnd	262	36	217	0	0	3	6	0	0	0	0	0
LK-1318080	Kennanthudawa	gnd	262	12	167	18	61	3	0	0	1	0	0	0
LK-2106115	Siyapathgama	gnd	262	129	118	0	0	6	9	0	0	0	0	0
LK-2124280	Mangoda	gnd	262	96	74	52	8	20	12	0	0	0	0	0
LK-2133290	Katugasthota	gnd	262	131	129	0	0	0	0	0	1	0	0	1
LK-2139295	Godapola East	gnd	262	44	218	0	0	0	0	0	0	0	0	0
LK-2233095	Dombagasdeniya	gnd	262	204	15	31	0	4	8	0	0	0	0	0
LK-3121015	Batuwangala West	gnd	262	24	210	6	12	8	0	0	2	0	0	0
LK-3128090	Thiruwanaketiya	gnd	262	21	227	0	0	3	10	0	1	0	0	0
LK-3151175	Kodagoda South	gnd	262	57	157	22	20	3	2	0	0	0	1	0
LK-3227165	Ihala Vitiyala East	gnd	262	260	0	1	0	0	1	0	0	0	0	0
LK-3306080	Mattala	gnd	262	209	51	0	0	1	1	0	0	0	0	0
LK-3325060	Galwadiya	gnd	262	229	21	0	0	4	7	0	0	1	0	0
LK-4121145	Nelliaddy	gnd	262	2	259	0	0	0	0	0	1	0	0	0
LK-4212150	Katkidanthakulam	gnd	262	12	235	0	0	1	3	0	11	0	0	0
LK-5118100	Iruthayapuram Central	gnd	262	253	9	0	0	0	0	0	0	0	0	0
LK-5127085	Rajadurai Gramam	gnd	262	244	4	1	0	0	0	0	12	1	0	0
LK-5212275	Abhayapura	gnd	262	227	16	0	0	8	9	0	2	0	0	0
LK-6118060	Udahenegama	gnd	262	255	2	0	0	5	0	0	0	0	0	0
LK-6127135	Rekevula	gnd	262	241	2	0	0	7	12	0	0	0	0	0
LK-6127235	Rawa Ela	gnd	262	255	3	0	0	1	1	1	1	0	0	0
LK-6130190	Deeyawa	gnd	262	245	12	0	0	2	3	0	0	0	0	0
LK-6145060	Udagama	gnd	262	254	7	0	0	1	0	0	0	0	0	0
LK-6149090	Panagamuwa	gnd	262	246	10	0	0	0	2	0	3	0	1	0
LK-6163260	Karandagolla	gnd	262	208	52	0	0	0	2	0	0	0	0	0
LK-6221120	Galkuliya East	gnd	262	229	22	0	0	0	7	1	3	0	0	0
LK-6224010	Kottukachchiya Colony 1	gnd	262	250	10	0	0	1	0	1	0	0	0	0
LK-6239170	Meda Hattiniya	gnd	262	216	38	1	0	0	0	0	7	0	0	0
LK-7218115	Sirikaduyaya	gnd	262	230	19	2	0	6	5	0	0	0	0	0
LK-8112115	Thalakumbura	gnd	262	158	19	1	0	82	2	0	0	0	0	0
LK-8115055	Dikpitiya	gnd	262	104	49	70	2	35	2	0	0	0	0	0
LK-8127180	Beraliyapola	gnd	262	151	87	9	10	1	2	0	0	0	2	0
LK-9103130	Asgangula South	gnd	262	19	228	10	1	3	1	0	0	0	0	0
LK-9115025	Bellankanda	gnd	262	12	155	76	2	1	15	0	1	0	0	0
LK-9203110	Kanugolla	gnd	262	193	49	1	0	19	0	0	0	0	0	0
LK-9203120	Parape South	gnd	262	220	36	0	0	4	2	0	0	0	0	0
LK-9212220	Hapuvita Pallegama	gnd	262	201	43	12	0	2	4	0	0	0	0	0
LK-9218340	Alpitiya	gnd	262	47	148	56	8	2	0	0	1	0	0	0
LK-1209225	Koradaminna	gnd	261	218	40	0	0	0	2	0	1	0	0	0
LK-1224030	Gonagaha I	gnd	261	109	129	0	14	8	1	0	0	0	0	0
LK-1310025	Kurana North	gnd	261	24	221	7	7	1	0	0	1	0	0	0
LK-2136065	Ihala Kobbekaduwa	gnd	261	41	213	0	0	3	0	0	4	0	0	0
LK-2136210	Walgowwagoda	gnd	261	108	141	4	0	8	0	0	0	0	0	0
LK-2139500	Liyangaha Watta	gnd	261	14	234	6	0	5	0	0	1	0	0	1
LK-2145095	Ankelipitiya	gnd	261	71	125	30	0	30	2	0	1	2	0	0
LK-2212030	Nilannoruwa	gnd	261	244	13	0	0	0	3	0	1	0	0	0
LK-2218175	Kandegedara	gnd	261	179	59	6	0	7	9	0	1	0	0	0
LK-2309095	Serupitiya	gnd	261	184	36	0	0	40	1	0	0	0	0	0
LK-2315050	Millagahamula	gnd	261	3	218	34	0	1	4	0	0	1	0	0
LK-3115045	Godamuna North	gnd	261	235	26	0	0	0	0	0	0	0	0	0
LK-3128045	Panvila	gnd	261	184	71	0	2	1	3	0	0	0	0	0
LK-3221050	Wellana	gnd	261	173	43	1	28	8	7	0	1	0	0	0
LK-3221110	Warakapitiya East	gnd	261	120	113	0	24	2	1	0	1	0	0	0
LK-3236160	Attudawa West	gnd	261	216	39	4	2	0	0	0	0	0	0	0
LK-3236165	Watagedara	gnd	261	102	130	0	23	3	2	0	1	0	0	0
LK-3248015	Urugamuwa East	gnd	261	167	66	0	6	14	6	0	2	0	0	0
LK-3324265	Puwakgas Ara	gnd	261	240	7	0	0	11	3	0	0	0	0	0
LK-4103030	Karampon	gnd	261	1	252	0	0	4	2	0	2	0	0	0
LK-4112100	Maviddapuram	gnd	261	1	259	0	0	0	0	0	1	0	0	0
LK-5127090	Arayampathy South	gnd	261	219	18	0	0	0	0	0	11	13	0	0
LK-6106130	Ihalagama	gnd	261	253	5	0	0	0	3	0	0	0	0	0
LK-6112125	Rolawa	gnd	261	245	13	0	0	0	3	0	0	0	0	0
LK-6118015	Abokkagama	gnd	261	253	3	0	0	2	3	0	0	0	0	0
LK-6118125	Kadigawa Track 1	gnd	261	218	39	0	0	0	1	0	3	0	0	0
LK-6127255	Galketiyagama	gnd	261	244	5	0	0	2	8	2	0	0	0	0
LK-6136195	Kahagolla	gnd	261	245	11	0	0	1	1	0	1	1	0	1
LK-6142210	Hamannapahuwa	gnd	261	258	3	0	0	0	0	0	0	0	0	0
LK-6148065	Maveehena	gnd	261	238	18	0	0	0	5	0	0	0	0	0
LK-6151015	Rekawa	gnd	261	237	21	0	0	0	3	0	0	0	0	0
LK-6154080	Hadirawalana Ihala	gnd	261	225	30	0	0	3	2	0	1	0	0	0
LK-6184015	Wennoruwa West	gnd	261	242	10	0	0	4	3	0	2	0	0	0
LK-6187355	Panaliya North	gnd	261	174	70	6	0	2	8	0	1	0	0	0
LK-6236075	Nankadawara	gnd	261	223	26	0	0	7	2	0	3	0	0	0
LK-6236165	Irattakulama North	gnd	261	99	155	0	0	1	2	0	4	0	0	0
LK-7124140	Nanumillawewa	gnd	261	239	20	0	0	2	0	0	0	0	0	0
LK-7124150	Parangiyawadiya	gnd	261	255	3	1	0	1	1	0	0	0	0	0
LK-8112040	Welaoya	gnd	261	243	4	0	0	14	0	0	0	0	0	0
LK-9119040	Kuragala	gnd	261	50	162	0	0	6	41	0	2	0	0	0
LK-9203405	Kivulpana	gnd	261	249	0	0	0	3	6	0	3	0	0	0
LK-1206205	Air Force Camp	gnd	260	252	8	0	0	0	0	0	0	0	0	0
LK-1309235	Werullahena	gnd	260	6	240	6	7	1	0	0	0	0	0	0
LK-2136325	Amunupura	gnd	260	33	192	20	0	11	4	0	0	0	0	0
LK-2139230	Kovilakanda	gnd	260	105	141	7	0	3	4	0	0	0	0	0
LK-2139570	Weligalla	gnd	260	95	162	0	0	2	0	0	1	0	0	0
LK-2218100	Kottagoda	gnd	260	218	36	0	0	6	0	0	0	0	0	0
LK-2309590	Ekangapura	gnd	260	24	225	0	1	8	0	0	2	0	0	0
LK-3137065	Maliduwa	gnd	260	79	169	1	0	3	7	0	1	0	0	0
LK-3203040	Edandukitha West	gnd	260	72	170	1	0	5	4	0	8	0	0	0
LK-3236170	Nadugala 2	gnd	260	136	105	1	18	0	0	0	0	0	0	0
LK-3242315	Gandarawatta	gnd	260	169	77	0	1	10	2	0	1	0	0	0
LK-3324215	Horavinna	gnd	260	206	46	0	0	0	7	0	1	0	0	0
LK-3333285	Seenimodara East	gnd	260	219	34	1	1	2	3	0	0	0	0	0
LK-4112085	Tellippalai	gnd	260	4	241	0	0	0	0	0	15	0	0	0
LK-4121045	Valvetty Centre	gnd	260	9	239	1	0	2	1	2	3	3	0	0
LK-5218080	Sammanthurai 07	gnd	260	256	4	0	0	0	0	0	0	0	0	0
LK-6106270	Nahettikulama	gnd	260	255	2	0	0	0	3	0	0	0	0	0
LK-6115060	Galkadawala	gnd	260	250	5	0	0	1	4	0	0	0	0	0
LK-6148170	Bodhimulla	gnd	260	155	22	1	0	79	2	0	1	0	0	0
LK-6163075	Udattapola Pahala	gnd	260	233	16	0	0	3	8	0	0	0	0	0
LK-6163415	Paliella	gnd	260	244	13	0	0	0	1	0	2	0	0	0
LK-6233080	Weralabada North	gnd	260	254	5	0	0	0	0	0	1	0	0	0
LK-6239160	Puhulhena	gnd	260	223	30	0	0	1	2	0	4	0	0	0
LK-6245145	Dummaladeniya South	gnd	260	237	20	0	0	0	0	0	3	0	0	0
LK-7118170	Peenagama	gnd	260	235	16	0	0	0	9	0	0	0	0	0
LK-7160120	Akkara 500	gnd	260	250	2	0	0	2	6	0	0	0	0	0
LK-7215255	Aluthwewa East	gnd	260	251	9	0	0	0	0	0	0	0	0	0
LK-8209030	Senpathigama	gnd	260	235	13	1	0	4	7	0	0	0	0	0
